DISTRICT,YEAR,MONTH,SEASON,RAINFALL(in mm),TEMPERATURE(in Celsius),CROPS,SUCCESSFUL CROPS,MARKET RATE(per kg)(in Rupees)
Kallakurchi,2021,May,Kharif,56.5,33.7,Groundnut,Sugarcane,45
Kallakurchi,2021,June,Kharif,35.3,27.6,Mango,Maize,35
Kallakurchi,2021,July,Kharif,155.9,26.8,Sesame,Maize,35
Kallakurchi,2021,August,Kharif,113.6,28.9,Chili,Maize,40
Kallakurchi,2021,September,Kharif,135.1,28.3,Banana,Maize,40
Kallakurchi,2021,October,Kharif,202.1,27.6,Tomato,Black gram,90
Kallakurchi,2021,November,Rabi,560.1,27.8,Tapiaco,Black gram,85
Kallakurchi,2021,December,Rabi,56.1,25.9,Turmeric,Black gram,95
Kallakurchi,2022,January,Rabi,33.8,26.8,Paddy,Paddy,80
Kallakurchi,2022,February,Rabi,0,27.9,Maize,Paddy,85
Kallakurchi,2022,March,Rabi,8.5,30.4,Sugarcane,Paddy,75
Kallakurchi,2022,April,Kharif,36.5,32.5,Blackgram,Mango,100
Kallakurchi,2022,May,Kharif,52.2,33.8,Groundnut,Mango,125
Kallakurchi,2022,June,Kharif,52.6,30.4,Mango,Tomato,95
Kallakurchi,2022,July,Kharif,109.1,27.9,Sesame,Tomato,110
Kallakurchi,2022,August,Kharif,81.3,27.8,Chili,Tomato,115
Kallakurchi,2022,September,Kharif,70.2,26.9,Banana,Banana,55
Kallakurchi,2022,October,Kharif,113.4,29.9,Tomato,Banana,65
Kallakurchi,2022,November,Rabi,165.8,26.5,Tapiaco,Banana,60
Kallakurchi,2022,December,Rabi,93.1,27.2,Turmeric,Groundnut,130
Kallakurchi,2023,January,Rabi,3.3,28.8,Paddy,Groundnut,135
Kallakurchi,2023,February,Rabi,0.34,29.9,Maize,Groundnut,140
Kallakurchi,2023,March,Rabi,0.2,30.4,Sugarcane,Mango,120
Kallakurchi,2023,April,Kharif,0,31.9,Blackgram,Mango,130
Kallakurchi,2023,May,Kharif,0,33.5,Groundnut,Sugarcane,35
Kallakurchi,2023,June,Kharif,5.56,30.3,Mango,Sugarcane,40
Kallakurchi,2023,July,Kharif,4.56,29.9,Sesame,Tomato,90
Kallakurchi,2023,August,Kharif,2.3,30,Chili,Tomato,100
Kallakurchi,2023,September,Kharif,4.32,29.9,Banana,Turmeric,145
Kallakurchi,2023,October,Kharif,6.6,29.6,Tomato,Turmeric,165
Kallakurchi,2023,November,Rabi,7.54,28.9,Tapiaco,Turmeric,175
Kallakurchi,2023,December,Rabi,13.5,29.4,Turmeric,Turmeric,190
Kaanchipuram,2007,January,Rabi,22.7,26.5,Paddy,Paddy,75
Kaanchipuram,2007,February,Rabi,4.6,28.7,Chickpea,Paddy,80
Kaanchipuram,2007,March,Rabi,2.1,31.2,Green gram,Paddy,70
Kaanchipuram,2007,April,Kharif,7.6,33.5,Drumstick,Sugarcane,35
Kaanchipuram,2007,May,Kharif,131.4,36.8,Sugarcane,Sugarcane,30
Kaanchipuram,2007,June,Kharif,67.6,34.9,Cotton,Sugarcane,35
Kaanchipuram,2007,July,Kharif,112.6,33.1,Papaya,Sugarcane,35
Kaanchipuram,2007,August,Kharif,165.4,32.6,Turmeric,Sugarcane,30
Kaanchipuram,2007,September,Kharif,78.7,31.1,Curry leaves,Sugarcane,35
Kaanchipuram,2007,October,Kharif,144.5,29.2,Betel leaves,Groundnut,120
Kaanchipuram,2007,November,Rabi,374.7,27.6,Watermelon,Groundnut,125
Kaanchipuram,2007,December,Rabi,270.7,26.3,Groundnut,Groundnut,135
Kaanchipuram,2008,January,Rabi,1.97,25.6,Paddy,Paddy,80
Kaanchipuram,2008,February,Rabi,10.7,27.6,Chickpea,Paddy,75
Kaanchipuram,2008,March,Rabi,1.2,30.6,Green gram,Papaya,50
Kaanchipuram,2008,April,Kharif,2.2,32.4,Drumstick,Papaya,55
Kaanchipuram,2008,May,Kharif,0,35.7,Black pepper,Papaya,60
Kaanchipuram,2008,June,Kharif,24.1,22.7,Cotton,Chickpea,70
Kaanchipuram,2008,July,Kharif,12.3,32.7,Papaya,Chickpea,75
Kaanchipuram,2008,August,Kharif,23,31.7,Turmeric,Chickpea,80
Kaanchipuram,2008,September,Kharif,12.5,30.9,Curry leaves,Turmeric,100
Kaanchipuram,2008,October,Kharif,32,28.6,Betel leaves,Turmeric,135
Kaanchipuram,2008,November,Rabi,23,26.5,Watermelon,Turmeric,145
Kaanchipuram,2008,December,Rabi,13.4,25.8,Groundnut,Turmeric,155
Kaanchipuram,2009,January,Rabi,1.3,27.8,Paddy,Groundnut,110
Kaanchipuram,2009,February,Rabi,5.2,29.8,Chickpea,Groundnut,120
Kaanchipuram,2009,March,Rabi,6.9,32.6,Green gram,Groundnut,130
Kaanchipuram,2009,April,Kharif,41.5,34.7,Drumstick,Watermelon,180
Kaanchipuram,2009,May,Kharif,127.1,37.8,Black pepper,Watermelon,200
Kaanchipuram,2009,June,Kharif,11.4,25.4,Cotton,Turmeric,140
Kaanchipuram,2009,July,Kharif,55.7,34.7,Papaya,Turmeric,160
Kaanchipuram,2009,August,Kharif,49,33.7,Turmeric,Betel leaves,300
Kaanchipuram,2009,September,Kharif,157.7,32.7,Curry leaves,Betel leaves,350
Kaanchipuram,2009,October,Kharif,160.3,30.9,Betel leaves,Betel leaves,450
Kaanchipuram,2009,November,Rabi,111,28.1,Watermelon,Drumstick,70
Kaanchipuram,2009,December,Rabi,7.1,27.5,Groundnut,Drumstick,75
Kaanchipuram,2010,January,Rabi,13.5,26.9,Paddy,Paddy,70
Kaanchipuram,2010,February,Rabi,0.2,28.1,Chickpea,Paddy,75
Kaanchipuram,2010,March,Rabi,42.2,31.7,Green gram,Paddy,80
Kaanchipuram,2010,April,Kharif,77.9,33.7,Drumstick,Watermelon,200
Kaanchipuram,2010,May,Kharif,81.8,36.9,Black pepper,Watermelon,200
Kaanchipuram,2010,June,Kharif,12.9,34.6,Cotton,Sugarcane,30
Kaanchipuram,2010,July,Kharif,13.4,33,Papaya,Sugarcane,35
Kaanchipuram,2010,August,Kharif,90.9,32.1,Turmeric,Sugarcane,35
Kaanchipuram,2010,September,Kharif,40.9,31.7,Curry leaves,Groundnut,145
Kaanchipuram,2010,October,Kharif,86.8,29.4,Betel leaves,Groundnut,140
Kaanchipuram,2010,November,Rabi,215.6,27.8,Watermelon,Groundnut,130
Kaanchipuram,2010,December,Rabi,130.5,26.9,Groundnut,Groundnut,135
Kaanchipuram,2011,January,Rabi,121.3,25.8,Paddy,Chickpea,80
Kaanchipuram,2011,February,Rabi,5.5,27.6,Chickpea,Chickpea,90
Kaanchipuram,2011,March,Rabi,2.2,30.5,Green gram,Chickpea,95
Kaanchipuram,2011,April,Kharif,25.5,33.1,Drumstick,Watermelon,200
Kaanchipuram,2011,May,Kharif,76.6,35.4,Black pepper,Watermelon,200
Kaanchipuram,2011,June,Kharif,45.4,33.8,Cotton,Black pepper,700
Kaanchipuram,2011,July,Kharif,200.3,30.1,Papaya,Black pepper,750
Kaanchipuram,2011,August,Kharif,155.4,31.6,Turmeric,Chickpea,90
Kaanchipuram,2011,September,Kharif,123.2,30.8,Curry leaves,Chickpea,85
Kaanchipuram,2011,October,Kharif,254.4,28.5,Betel leaves,Drumstick,80
Kaanchipuram,2011,November,Rabi,560.9,26.9,Watermelon,Drumstick,85
Kaanchipuram,2011,December,Rabi,156.7,25.4,Groundnut,Drumstick,90
Kaanchipuram,2012,January,Rabi,1.97,26.6,Paddy,Groundnut,120
Kaanchipuram,2012,February,Rabi,10.7,28.8,Chickpea,Groundnut,125
Kaanchipuram,2012,March,Rabi,1.2,31.6,Green gram,Groundnut,130
Kaanchipuram,2012,April,Kharif,2.2,33.8,Drumstick,Watermelon,200
Kaanchipuram,2012,May,Kharif,0,36.9,Black pepper,Watermelon,200
Kaanchipuram,2012,June,Kharif,24.1,34.4,Cotton,Cotton,50
Kaanchipuram,2012,July,Kharif,12.3,33.5,Papaya,Cotton,50
Kaanchipuram,2012,August,Kharif,23,32.7,Turmeric,Cotton,55
Kaanchipuram,2012,September,Kharif,12.5,31.9,Curry leaves,Turmeric,100
Kaanchipuram,2012,October,Kharif,32,29.4,Betel leaves,Turmeric,110
Kaanchipuram,2012,November,Rabi,23,27.5,Watermelon,Turmeric,130
Kaanchipuram,2012,December,Rabi,13.4,26.7,Groundnut,Turmeric,140
Kaanchipuram,2013,January,Rabi,52.9,24.7,Paddy,Groundnut,125
Kaanchipuram,2013,February,Rabi,0,27.8,Chickpea,Groundnut,135
Kaanchipuram,2013,March,Rabi,0.2,29.8,Green gram,Groundnut,145
Kaanchipuram,2013,April,Kharif,6,32.6,Drumstick,Watermelon,200
Kaanchipuram,2013,May,Kharif,128.4,34.8,Black pepper,Watermelon,200
Kaanchipuram,2013,June,Kharif,96.2,29.8,Cotton,Chickpea,90
Kaanchipuram,2013,July,Kharif,105.9,28.7,Papaya,Chickpea,95
Kaanchipuram,2013,August,Kharif,145.5,29.9,Turmeric,Chickpea,80
Kaanchipuram,2013,September,Kharif,69.1,30.9,Curry leaves,Chickpea,95
Kaanchipuram,2013,October,Kharif,155,28.7,Betel leaves,Chickpea,100
Kaanchipuram,2013,November,Rabi,374.7,26.8,Watermelon,Black pepper,600
Kaanchipuram,2013,December,Rabi,270.7,25.8,Groundnut,Black pepper,650
Kaanchipuram,2014,January,Rabi,44.5,27.8,Paddy,Paddy,80
Kaanchipuram,2014,February,Rabi,2.3,29.8,Chickpea,Paddy,80
Kaanchipuram,2014,March,Rabi,15.5,32.5,Green gram,Paddy,75
Kaanchipuram,2014,April,Kharif,93.3,34.6,Drumstick,Watermelon,200
Kaanchipuram,2014,May,Kharif,112.4,37.1,Black pepper,Watermelon,200
Kaanchipuram,2014,June,Kharif,67.6,32.6,Cotton,Sugarcane,35
Kaanchipuram,2014,July,Kharif,121.3,30.5,Papaya,Sugarcane,35
Kaanchipuram,2014,August,Kharif,162.3,29.8,Turmeric,Green gram,90
Kaanchipuram,2014,September,Kharif,77.6,29.1,Curry leaves,Green gram,95
Kaanchipuram,2014,October,Kharif,213.4,27.8,Betel leaves,Green gram,90
Kaanchipuram,2014,November,Rabi,165.4,27.9,Watermelon,Drumstick,75
Kaanchipuram,2014,December,Rabi,99.2,26.7,Groundnut,Drumstick,85
Kaanchipuram,2015,January,Rabi,37.8,25.7,Paddy,Paddy,80
Kaanchipuram,2015,February,Rabi,2.2,27.7,Chickpea,Paddy,85
Kaanchipuram,2015,March,Rabi,14.5,30.6,Green gram,Sugarcane,35
Kaanchipuram,2015,April,Kharif,94.4,32.7,Drumstick,Sugarcane,35
Kaanchipuram,2015,May,Kharif,103.4,34.6,Black pepper,Watermelon,200
Kaanchipuram,2015,June,Kharif,87.7,31.2,Cotton,Groundnut,130
Kaanchipuram,2015,July,Kharif,118.4,30.5,Papaya,Groundnut,135
Kaanchipuram,2015,August,Kharif,175.6,31.6,Turmeric,Groundnut,140
Kaanchipuram,2015,September,Kharif,98.5,29.6,Curry leaves,Papaya,60
Kaanchipuram,2015,October,Kharif,228.7,28.7,Betel leaves,Papaya,60
Kaanchipuram,2015,November,Rabi,197.8,26.8,Watermelon,Papaya,70
Kaanchipuram,2015,December,Rabi,118.8,25.9,Groundnut,Chickpea,75
Kaanchipuram,2016,January,Rabi,37.8,27.6,Paddy,Chickpea,80
Kaanchipuram,2016,February,Rabi,0,27.8,Chickpea,Chickpea,80
Kaanchipuram,2016,March,Rabi,3.5,29.9,Green gram,Chickpea,85
Kaanchipuram,2016,April,Kharif,1.3,31.6,Drumstick,Watermelon,200
Kaanchipuram,2016,May,Kharif,32.5,33.8,Black pepper,Watermelon,200
Kaanchipuram,2016,June,Kharif,51.8,29.3,Cotton,Betel leaves,500
Kaanchipuram,2016,July,Kharif,100.9,28.7,Papaya,Betel leaves,550
Kaanchipuram,2016,August,Kharif,96.1,30,Turmeric,Betel leaves,600
Kaanchipuram,2016,September,Kharif,59.8,29.4,Curry leaves,Turmeric,140
Kaanchipuram,2016,October,Kharif,141.8,29.1,Betel leaves,Turmeric,150
Kaanchipuram,2016,November,Rabi,384.1,28.7,Watermelon,Turmeric,160
Kaanchipuram,2016,December,Rabi,212.2,27.4,Groundnut,Turmeric,175
Kaanchipuram,2017,January,Rabi,1.3,25.9,Paddy,Cotton,60
Kaanchipuram,2017,February,Rabi,5.2,27.9,Chickpea,Cotton,65
Kaanchipuram,2017,March,Rabi,6.9,30.9,Green gram,Papaya,70
Kaanchipuram,2017,April,Kharif,41.5,33.7,Drumstick,Watermelon,200
Kaanchipuram,2017,May,Kharif,127.1,35.9,Black pepper,Watermelon,200
Kaanchipuram,2017,June,Kharif,11.4,31,Cotton,Betel leaves,400
Kaanchipuram,2017,July,Kharif,55.7,29.1,Papaya,Betel leaves,450
Kaanchipuram,2017,August,Kharif,49,30.6,Turmeric,Betel leaves,500
Kaanchipuram,2017,September,Kharif,157.7,29.5,Curry leaves,Groundnut,135
Kaanchipuram,2017,October,Kharif,160.3,28.4,Betel leaves,Groundnut,145
Kaanchipuram,2017,November,Rabi,111,27.8,Watermelon,Groundnut,150
Kaanchipuram,2017,December,Rabi,7.1,27.6,Groundnut,Groundnut,150
Kaanchipuram,2018,January,Rabi,2.6,28.8,Paddy,Paddy,80
Kaanchipuram,2018,February,Rabi,1.8,30.2,Chickpea,Paddy,75
Kaanchipuram,2018,March,Rabi,7.9,31.7,Green gram,Sugarcane,35
Kaanchipuram,2018,April,Kharif,0.4,34.5,Drumstick,Sugarcane,35
Kaanchipuram,2018,May,Kharif,6.2,35.8,Black pepper,Watermelon,200
Kaanchipuram,2018,June,Kharif,51.1,32.1,Cotton,Chickpea,70
Kaanchipuram,2018,July,Kharif,64.8,30.5,Papaya,Chickpea,75
Kaanchipuram,2018,August,Kharif,189.7,29.8,Turmeric,Chickpea,80
Kaanchipuram,2018,September,Kharif,91.4,29.5,Curry leaves,Chickpea,85
Kaanchipuram,2018,October,Kharif,133,27.8,Betel leaves,Betel leaves,500
Kaanchipuram,2018,November,Rabi,241.1,27.1,Watermelon,Betel leaves,550
Kaanchipuram,2018,December,Rabi,43,26.9,Groundnut,Betel leaves,600
Kaanchipuram,2019,January,Rabi,0.2,27.6,Paddy,Green gram,90
Kaanchipuram,2019,February,Rabi,0.3,28.7,Chickpea,Green gram,100
Kaanchipuram,2019,March,Rabi,0.1,31.5,Green gram,Sugarcane,35
Kaanchipuram,2019,April,Kharif,2.7,33.6,Drumstick,Sugarcane,35
Kaanchipuram,2019,May,Kharif,5.6,36.6,Black pepper,Watermelon,200
Kaanchipuram,2019,June,Kharif,39.3,34.3,Cotton,Drumstick,95
Kaanchipuram,2019,July,Kharif,150.7,33.2,Papaya,Drumstick,90
Kaanchipuram,2019,August,Kharif,130.9,32.8,Turmeric,Papaya,70
Kaanchipuram,2019,September,Kharif,108.8,31.7,Curry leaves,Papaya,65
Kaanchipuram,2019,October,Kharif,303.3,29.5,Betel leaves,Black pepper,550
Kaanchipuram,2019,November,Rabi,205.6,27.8,Watermelon,Black pepper,700
Kaanchipuram,2019,December,Rabi,184.1,26.5,Groundnut,Black pepper,750
Kaanchipuram,2020,January,Rabi,45.3,25.8,Paddy,Paddy,75
Kaanchipuram,2020,February,Rabi,0.7,27.8,Chickpea,Paddy,80
Kaanchipuram,2020,March,Rabi,0,30.4,Green gram,Paddy,85
Kaanchipuram,2020,April,Kharif,12.7,32.7,Drumstick,Watermelon,200
Kaanchipuram,2020,May,Kharif,0,34.9,Black pepper,Watermelon,200
Kaanchipuram,2020,June,Kharif,47.6,32.2,Cotton,Sugarcane,35
Kaanchipuram,2020,July,Kharif,203.4,31.6,Papaya,Sugarcane,35
Kaanchipuram,2020,August,Kharif,51.1,30.6,Turmeric,Sugarcane,30
Kaanchipuram,2020,September,Kharif,110.7,29.1,Curry leaves,Betel leaves,350
Kaanchipuram,2020,October,Kharif,152.3,29.4,Betel leaves,Betel leaves,400
Kaanchipuram,2020,November,Rabi,392.1,28.7,Watermelon,Betel leaves,500
Kaanchipuram,2020,December,Rabi,218.7,25.7,Groundnut,Betel leaves,550
Kaanchipuram,2021,January,Rabi,100.7,27.7,Paddy,Groundnut,135
Kaanchipuram,2021,February,Rabi,6.7,28.8,Chickpea,Groundnut,145
Kaanchipuram,2021,March,Rabi,0,29.4,Green gram,Groundnut,145
Kaanchipuram,2021,April,Kharif,23,31.7,Drumstick,Watermelon,200
Kaanchipuram,2021,May,Kharif,55.1,33.7,Black pepper,Watermelon,200
Kaanchipuram,2021,June,Kharif,43.7,31.2,Cotton,Cotton,60
Kaanchipuram,2021,July,Kharif,194.1,30.4,Papaya,Cotton,65
Kaanchipuram,2021,August,Kharif,143.4,29.5,Turmeric,Cotton,70
Kaanchipuram,2021,September,Kharif,136.3,28.5,Curry leaves,Chickpea,90
Kaanchipuram,2021,October,Kharif,233.7,27.6,Betel leaves,Chickpea,95
Kaanchipuram,2021,November,Rabi,660.1,27.3,Watermelon,Chickpea,100
Kaanchipuram,2021,December,Rabi,101.4,26.9,Groundnut,Chickpea,100
Kaanchipuram,2022,January,Rabi,52.9,26,Paddy,Paddy,80
Kaanchipuram,2022,February,Rabi,0,28.1,Chickpea,Paddy,85
Kaanchipuram,2022,March,Rabi,0.2,32.6,Green gram,Sugarcane,35
Kaanchipuram,2022,April,Kharif,6,33.8,Drumstick,Sugarcane,35
Kaanchipuram,2022,May,Kharif,128.4,35.1,Black pepper,Watermelon,200
Kaanchipuram,2022,June,Kharif,96.2,31.1,Cotton,Betel leaves,400
Kaanchipuram,2022,July,Kharif,105.9,30.3,Papaya,Betel leaves,500
Kaanchipuram,2022,August,Kharif,145.5,29.2,Turmeric,Papaya,70
Kaanchipuram,2022,September,Kharif,69.1,28.8,Curry leaves,Papaya,75
Kaanchipuram,2022,October,Kharif,155,28.7,Betel leaves,Papaya,80
Kaanchipuram,2022,November,Rabi,374.7,27.6,Watermelon,Groundnut,135
Kaanchipuram,2022,December,Rabi,270.7,26.3,Groundnut,Groundnut,145
Kaanchipuram,2023,January,Rabi,1.97,28.7,Paddy,Chickpea,80
Kaanchipuram,2023,February,Rabi,1.2,29.9,Chickpea,Chickpea,90
Kaanchipuram,2023,March,Rabi,0.67,32.3,Green gram,Sugarcane,35
Kaanchipuram,2023,April,Kharif,0,35.5,Drumstick,Watermelon,200
Kaanchipuram,2023,May,Kharif,0,37.6,Black pepper,Watermelon,200
Kaanchipuram,2023,June,Kharif,5.5,32.5,Cotton,Turmeric,165
Kaanchipuram,2023,July,Kharif,4.5,31.8,Papaya,Turmeric,175
Kaanchipuram,2023,August,Kharif,3.4,32.7,Turmeric,Turmeric,195
Kaanchipuram,2023,September,Kharif,3.45,30.9,Curry leaves,Black pepper,500
Kaanchipuram,2023,October,Kharif,4.3,28.7,Betel leaves,Black pepper,600
Kaanchipuram,2023,November,Rabi,9.8,27.6,Watermelon,Turmeric,150
Kaanchipuram,2023,December,Rabi,13.4,27.7,Groundnut,Papaya,70
Kanniyakumari,2007,January,Rabi,55.5,22.1,Rubber,Rubber,170
Kanniyakumari,2007,February,Rabi,4.5,24.5,Pepper,Rubber,150
Kanniyakumari,2007,March,Rabi,20.5,26.7,Cardamom,Rubber,160
Kanniyakumari,2007,April,Kharif,123.4,28.1,Clove,Coconut,35
Kanniyakumari,2007,May,Kharif,145.5,27.6,Coconut ,Coconut,35
Kanniyakumari,2007,June,Kharif,87.7,24.4,Banana,Banana,55
Kanniyakumari,2007,July,Kharif,114.5,23.4,Cashewnut,Banana,60
Kanniyakumari,2007,August,Kharif,167.6,22.6,Tapioca,Banana,60
Kanniyakumari,2007,September,Kharif,87.6,24.6,Arecanut,Turmeric,145
Kanniyakumari,2007,October,Kharif,212.3,25.4,Ginger,Turmeric,155
Kanniyakumari,2007,November,Rabi,167.6,24.8,Turmeric,Tamarind,90
Kanniyakumari,2007,December,Rabi,145.4,23.7,Tamarind,Tamarind,100
Kanniyakumari,2008,January,Rabi,63.6,24.5,Paddy,Tur dal,90
Kanniyakumari,2008,February,Rabi,2.2,25.7,Tur dal,Tur dal,95
Kanniyakumari,2008,March,Rabi,14.5,26.7,Groundnut,Tur dal,100
Kanniyakumari,2008,April,Kharif,94.4,28.8,Sesame,Sugarcane,35
Kanniyakumari,2008,May,Kharif,103.4,27.9,Sugarcane,Sugarcane,35
Kanniyakumari,2008,June,Kharif,87.7,25.6,Palmyra,Betel leaves,400
Kanniyakumari,2008,July,Kharif,118.4,24.8,Jack fruit,Betel leaves,450
Kanniyakumari,2008,August,Kharif,175.6,23.7,Pineapple,Betel leaves,500
Kanniyakumari,2008,September,Kharif,98.5,25.7,Tea,Cocoa,350
Kanniyakumari,2008,October,Kharif,228.7,26.6,Lemon grass,Cocoa,400
Kanniyakumari,2008,November,Rabi,197.8,25.8,Betel leaves,Cocoa,450
Kanniyakumari,2008,December,Rabi,118.8,24.6,Cocoa,Cocoa,500
Kanniyakumari,2009,January,Rabi,2.2,22.8,Rubber,Ginger,90
Kanniyakumari,2009,February,Rabi,41.8,23.6,Pepper,Ginger,110
Kanniyakumari,2009,March,Rabi,18.6,25.8,Cardamom,Ginger,120
Kanniyakumari,2009,April,Kharif,195.6,28.7,Clove,Coconut,35
Kanniyakumari,2009,May,Kharif,157.4,30.1,Coconut ,Coconut,35
Kanniyakumari,2009,June,Kharif,49.1,25.6,Banana,Banana,60
Kanniyakumari,2009,July,Kharif,70,24.6,Cashewnut,Banana,55
Kanniyakumari,2009,August,Kharif,113.9,22.9,Tapioca,Banana,55
Kanniyakumari,2009,September,Kharif,68.1,25.5,Arecanut,Rubber,170
Kanniyakumari,2009,October,Kharif,219.8,25.7,Ginger,Rubber,180
Kanniyakumari,2009,November,Rabi,247.7,24.8,Turmeric,Rubber,190
Kanniyakumari,2009,December,Rabi,73.1,24.4,Tamarind,Rubber,200
Kanniyakumari,2010,January,Rabi,1.97,23.6,Paddy,Groundnut,130
Kanniyakumari,2010,February,Rabi,10.7,24.9,Tur dal,Groundnut,135
Kanniyakumari,2010,March,Rabi,1.2,26.8,Groundnut,Groundnut,140
Kanniyakumari,2010,April,Kharif,2.2,28.8,Sesame,Sugarcane,35
Kanniyakumari,2010,May,Kharif,0,27.7,Sugarcane,Sugarcane,35
Kanniyakumari,2010,June,Kharif,24.1,25.6,Palmyra,Cocoa,300
Kanniyakumari,2010,July,Kharif,12.3,23.7,Jack fruit,Cocoa,400
Kanniyakumari,2010,August,Kharif,23,23.2,Pineapple,Betel leaves,400
Kanniyakumari,2010,September,Kharif,12.5,24.8,Tea,Betel leaves,500
Kanniyakumari,2010,October,Kharif,32,25.9,Lemon grass,Betel leaves,600
Kanniyakumari,2010,November,Rabi,23,25.8,Betel leaves,Pine apple,45
Kanniyakumari,2010,December,Rabi,13.4,24.6,Cocoa,Pine apple,45
Kanniyakumari,2011,January,Rabi,1.97,23.4,Rubber,Pepper,600
Kanniyakumari,2011,February,Rabi,10.7,24.7,Pepper,Pepper,650
Kanniyakumari,2011,March,Rabi,1.2,27.7,Cardamom,Coconut,35
Kanniyakumari,2011,April,Kharif,2.2,28.8,Clove,Coconut,35
Kanniyakumari,2011,May,Kharif,0,27.9,Coconut ,Coconut,40
Kanniyakumari,2011,June,Kharif,24.1,25.5,Banana,Rubber,180
Kanniyakumari,2011,July,Kharif,12.3,24.4,Cashewnut,Rubber,190
Kanniyakumari,2011,August,Kharif,23,23.8,Tapioca,Rubber,200
Kanniyakumari,2011,September,Kharif,12.5,25.8,Arecanut,Rubber,190
Kanniyakumari,2011,October,Kharif,32,26.7,Ginger,Rubber,180
Kanniyakumari,2011,November,Rabi,23,25.5,Turmeric,Rubber,200
Kanniyakumari,2011,December,Rabi,13.4,24.6,Tamarind,Rubber,200
Kanniyakumari,2012,January,Rabi,52.9,23.5,Paddy,Groundnut,135
Kanniyakumari,2012,February,Rabi,0,24.7,Tur dal,Groundnut,145
Kanniyakumari,2012,March,Rabi,42.2,26.8,Groundnut,Groundnut,150
Kanniyakumari,2012,April,Kharif,77.9,28.9,Sesame,Sugarcane,35
Kanniyakumari,2012,May,Kharif,81.8,29.9,Sugarcane,Sugarcane,35
Kanniyakumari,2012,June,Kharif,12.9,25.5,Palmyra,Pine apple,40
Kanniyakumari,2012,July,Kharif,13.4,24.7,Jack fruit,Pine apple,45
Kanniyakumari,2012,August,Kharif,90.9,23.9,Pineapple,Betel leaves,500
Kanniyakumari,2012,September,Kharif,40.9,25.9,Tea,Betel leaves,600
Kanniyakumari,2012,October,Kharif,86.8,26.6,Lemon grass,Cocoa,400
Kanniyakumari,2012,November,Rabi,215.6,25.8,Betel leaves,Cocoa,450
Kanniyakumari,2012,December,Rabi,130.5,24.8,Cocoa,Tur dal,90
Kanniyakumari,2013,January,Rabi,1.3,23.5,Rubber,Ginger,95
Kanniyakumari,2013,February,Rabi,5.2,24.6,Pepper,Ginger,110
Kanniyakumari,2013,March,Rabi,6.9,25.8,Cardamom,Ginger,120
Kanniyakumari,2013,April,Kharif,41.5,27.9,Clove,Coconut,35
Kanniyakumari,2013,May,Kharif,127.1,29.9,Coconut ,Coconut,35
Kanniyakumari,2013,June,Kharif,11.4,25.6,Banana,Turmeric,150
Kanniyakumari,2013,July,Kharif,55.7,22.6,Cashewnut,Turmeric,160
Kanniyakumari,2013,August,Kharif,49,23.6,Tapioca,Turmeric,180
Kanniyakumari,2013,September,Kharif,157.7,26.7,Arecanut,Ginger,120
Kanniyakumari,2013,October,Kharif,160.3,25.9,Ginger,Ginger,110
Kanniyakumari,2013,November,Rabi,111,26.6,Turmeric,Ginger,120
Kanniyakumari,2013,December,Rabi,7.1,24.8,Tamarind,Ginger,120
Kanniyakumari,2014,January,Rabi,13.5,23.7,Paddy,Paddy,80
Kanniyakumari,2014,February,Rabi,0.2,24.7,Tur dal,Jack Fruit,100
Kanniyakumari,2014,March,Rabi,42.2,26.6,Groundnut,Jack Fruit,120
Kanniyakumari,2014,April,Kharif,77.9,28.7,Sesame,Sugarcane,35
Kanniyakumari,2014,May,Kharif,81.8,27.9,Sugarcane,Sugarcane,35
Kanniyakumari,2014,June,Kharif,12.9,25.6,Palmyra,Groundnut,120
Kanniyakumari,2014,July,Kharif,13.4,24.8,Jack fruit,Groundnut,130
Kanniyakumari,2014,August,Kharif,90.9,23.9,Pineapple,Groundnut,110
Kanniyakumari,2014,September,Kharif,40.9,24.7,Tea,Groundnut,140
Kanniyakumari,2014,October,Kharif,86.8,25.9,Lemon grass,Betel leaves,450
Kanniyakumari,2014,November,Rabi,215.6,24.7,Betel leaves,Betel leaves,500
Kanniyakumari,2014,December,Rabi,130.5,23.9,Cocoa,Tea,300
Kanniyakumari,2015,January,Rabi,1.97,24.6,Rubber,Rubber,200
Kanniyakumari,2015,February,Rabi,10.7,26.6,Pepper,Rubber,190
Kanniyakumari,2015,March,Rabi,1.2,27.7,Cardamom,Banana,55
Kanniyakumari,2015,April,Kharif,2.2,29.8,Clove,Banana,60
Kanniyakumari,2015,May,Kharif,0,31.6,Coconut ,Banana,60
Kanniyakumari,2015,June,Kharif,24.1,25.7,Banana,Rubber,200
Kanniyakumari,2015,July,Kharif,12.3,24.7,Cashewnut,Rubber,180
Kanniyakumari,2015,August,Kharif,23,23.7,Tapioca,Rubber,185
Kanniyakumari,2015,September,Kharif,12.5,25.8,Arecanut,Rubber,190
Kanniyakumari,2015,October,Kharif,32,26.9,Ginger,Rubber,195
Kanniyakumari,2015,November,Rabi,23,25.5,Turmeric,Turmeric,165
Kanniyakumari,2015,December,Rabi,13.4,24.1,Tamarind,Turmeric,175
Kanniyakumari,2016,January,Rabi,5.5,24.4,Paddy,Cocoa,350
Kanniyakumari,2016,February,Rabi,64.4,26.6,Tur dal,Cocoa,400
